Carrier,Score,Latency (ms),Download (Bps),Upload (Bps),Browser Speed (ms),Date,Latitude,Longitude,Timestamp
vodafone-india,264,312.5,1276435.59427505,790803.404945278,693,2013-01-31 11:03:05,18.4967036,73.9020415,663
t-mobile-croatia,240,290.9,1532199.43977591,201874.17218543,464.5,2013-01-31 10:49:54,45.5505974629,18.6818213719,649
verizon,394,110,3262396.81908549,1040486.4,617,2013-01-31 10:41:08,35.9760057,-83.9874284,641
vodafone-india,98,668.4,87167.77154513,76575.4209679319,2093,2013-01-31 10:34:25,19.2156763,72.8321692,634
vodafone-india,92,785.7,105312.899499422,81727.2841523187,2365.5,2013-01-31 09:59:30,24.7976703644,92.7921676636,599
three,282,223.7,1917935.48387097,1042153.84615385,1220.5,2013-01-31 09:13:56,54.9593083131,-1.5618507618,553
t-mobile-uk,332,278.6,3463456.31067961,1097250.84364454,818,2013-01-31 09:13:20,53.4061295,-2.3144717,553
three,305,213.8,1797749.34268186,826307.49682338,575,2013-01-31 09:04:53,51.5211262,-0.0626439,544
three,305,351.9,2221751.42160845,712271.631982475,423,2013-01-31 08:27:57,52.30291,-2.5983902,507
sprint,165,293.4,734287.45301593,257410.21242908,1357.5,2013-01-31 07:42:06,39.746268,-121.8452265,462
celcom-malaysia,139,508.4,532510.903426791,184152.539173117,1369,2013-01-31 07:41:38,3.02903822,101.54016608,461
sprint,155,513.1,616541.027953111,183218.632607062,992,2013-01-31 07:40:28,39.7546127,-121.8616675,460
airtel-india,70,905.3,107640.905214825,77691.5296085381,4603,2013-01-31 07:37:14,11.177521,75.866892,457
three,307,178.4,2262180.31430935,1006143.37287261,1011.5,2013-01-31 07:37:05,51.3757057056,0.5296384051,457
vodafone-india,114,490.2,1120279.62861824,113981.771441926,2986,2013-01-31 07:36:46,22.2551672,73.2088744,456
virgin-mobile-uk,311,288.4,1867302.6854802,1332590.16393443,983,2013-01-31 07:35:39,51.3757057056,0.5296384051,455
cell-c,134,742.5,190078.487698652,24354.7388395086,846,2013-01-31 07:23:28,-34.0915272,18.863338,443
cell-c,140,695,198043.157132513,103315.786686438,887.5,2013-01-31 07:20:40,-34.0967058,18.8590174,440
sprint,159,326.1,191574.120339023,248587.155963303,1126.5,2013-01-31 07:17:43,39.7414266,-121.8366879,437
verizon,269,152.8,1790296.31245909,693041.563055062,1129,2013-01-31 06:55:27,43.9023907,-75.3851339,415
virgin-mobile-uk,287,215,3832287.71602055,962937.808489635,2462.5,2013-01-31 06:51:59,51.39511,-0.07008,411
airtel-india,152,546.7,77239.5718602615,89812.7244268484,732.5,2013-01-31 06:20:53,22.5755934,88.4240064,380
telkomsel,100,761.1,184140.401274743,147383.243937448,2391,2013-01-31 06:08:20,-6.167735,106.65287,368
t-mobile,262,158.8,879319.258386025,673424.922333448,851,2013-01-31 05:37:07,29.3832501,-94.8965357,337
verizon,214,198.4,1346173.58490566,292709.977494374,959,2013-01-31 05:33:57,41.5390601708,-81.2347878703,333
vodafone,127,582.4,1370686.26795857,97829.3049844549,2104,2013-01-31 05:22:29,-29.68195,31.09267,322
moldcell,254,486.3,1475441.10771444,467956.82417846,458,2013-01-31 05:17:47,47.0182675,28.8419791,317
bell,658,70,5877455.58739255,2860574.78005865,900,2013-01-31 05:04:00,45.5182481,-73.5652626,304
bell,644,71.8,6109402.82948623,2835627.90697674,1130,2013-01-31 05:03:05,45.5177967,-73.5644187,303
sprint,118,657.4,213186.998207187,137601.354210749,1525,2013-01-31 04:22:08,30.4290308,-87.2270616,262
verizon,467,182.6,3861142.58823529,1570782.60869565,349.5,2013-01-31 04:11:26,47.6970142,-117.4207672,251
verizon,372,167.6,3226475.81596539,804831.683168317,400.5,2013-01-31 04:11:09,47.6970142,-117.4207672,251
verizon,313,165.9,2796498.97750511,469194.805194805,492.5,2013-01-31 04:01:54,47.6970142,-117.4207672,241
verizon,366,170.7,2598140.59531349,901947.295423024,407,2013-01-31 04:01:36,47.6970142,-117.4207672,241
verizon,376,198.4,4141811.20646138,808165.70008285,421,2013-01-31 04:01:20,47.6970142,-117.4207672,241
aircel,127,511.4,780678.211227402,261236.207820032,2627.5,2013-01-31 04:00:59,22.9447937012,88.3813390732,240
verizon,415,168.3,4016117.4743025,1186686.13138686,450,2013-01-31 04:00:56,47.6970142,-117.4207672,240
verizon,411,204.3,2475091.40271493,1512334.88372093,431,2013-01-31 04:00:42,47.6970142,-117.4207672,240
verizon,428,174.6,2365896.19377163,1564484.36246993,394,2013-01-31 04:00:23,47.6970142,-117.4207672,240
verizon,409,170.9,2286769.23076923,1226988.67924528,339.5,2013-01-31 04:00:06,47.6970142,-117.4207672,240
verizon,356,210.9,2013479.26380368,1119926.52123995,450,2013-01-31 03:59:27,47.6970142,-117.4207672,239
wind,234,334.6,2238114.56628478,408482.412060302,801,2013-01-31 03:59:27,45.40528,-75.69541,239
verizon,330,248.3,1318484.3323156,1204266.66666667,534.5,2013-01-31 03:59:00,47.6970142,-117.4207672,239
verizon,346,191.7,1176671.1601893,1127043.32755633,451.5,2013-01-31 03:58:39,47.6970142,-117.4207672,238
verizon,311,185.7,1554552.48200076,644929.58677686,425,2013-01-31 03:58:16,47.6970142,-117.4207672,238
verizon,396,153.6,2008550.30599755,1247386.18925831,405.5,2013-01-31 03:57:41,47.6970142,-117.4207672,237
verizon,394,203.9,2657896.98736637,1406569.57462149,486.5,2013-01-31 03:55:03,47.6969324,-117.4208226,235
verizon,431,183.6,2604739.04761905,1647729.72972973,433,2013-01-31 03:54:42,47.6969324,-117.4208226,234
verizon,426,176.7,3038862.22222222,1509993.80804954,450,2013-01-31 03:54:29,47.6969324,-117.4208226,234
verizon,457,212.2,2932426.0185847,1705342.65734266,344,2013-01-31 03:54:14,47.6969324,-117.4208226,234
verizon,396,194.3,2573691.3425345,1440850.81240768,491.5,2013-01-31 03:53:46,47.6969324,-117.4208226,233
t-mobile,273,150.6,2199712.60053619,801854.500616523,1612.5,2013-01-31 03:53:20,31.9752487,-102.1257669,233
verizon,408,190,2823443.90915348,1473498.48942598,483,2013-01-31 03:52:50,47.6969324,-117.4208226,232
airtel-india,199,801.4,730105.712760278,433536,672,2013-01-31 03:50:28,12.926385,77.5492131,230
verizon,713,82.7,6136819.74569933,3352082.4742268,621,2013-01-31 03:28:55,33.8689023,-81.1556987,208
telkomsel,142,1969.5,86007.3376800352,18366.3647831899,631,2013-01-31 03:27:47,-7.7195198,109.0007615,207
t-mobile,117,632,119391.295490593,61671.3662515016,1297.5,2013-01-31 03:19:16,35.6243443842,-97.5411523118,199
sprint,115,919.3,144707.724867725,213167.832167832,1753.5,2013-01-31 02:56:25,37.2522389,-77.4099327,176
t-mobile,285,216.3,3492945.08301405,858298.284205895,1602.5,2013-01-31 02:53:55,38.9113993,-104.7150189,173
verizon,459,193.8,1179377.3178094,1503013.86748844,204.5,2013-01-31 02:45:10,44.7466363153,-85.4836105463,165
globe-telecom,181,316.6,342142.863099954,107263.690345283,652,2013-01-31 02:33:43,10.7130868,122.5515414,153
globe-telecom,186,322,347666.440677966,118251.424415081,602,2013-01-31 02:32:12,10.7130864,122.5515424,152
three-indonesia,295,794.8,984158.330334653,259533.324464547,199,2013-01-31 02:26:38,-5.4244558682,105.2543181825,146
cricket,141,268.2,773684.86562942,245366.872091561,2686.5,2013-01-31 02:23:26,33.2463657,-111.6216127,143
verizon,199,396.7,1293540.59593252,342866.783831283,861,2013-01-31 02:18:23,47.62924478,-122.32830484,138
globe-telecom,128,611.1,466268.568505995,259498.802873105,1850,2013-01-31 02:18:17,10.3006014,123.8726316,138
verizon,220,509.2,1406398.35447377,495029.687896473,745,2013-01-31 02:12:13,42.16384,-71.04866,132
singtel,272,501.7,353614.963582295,252023.252809715,229.5,2013-01-31 02:11:51,1.4296227815,103.7962496806,131
verizon,528,111.6,4190463.73850868,2379160.97560976,830.5,2013-01-31 02:11:17,42.1619244063,-71.0514067433,131
verizon,542,111.5,4468915.03267974,2387897.18482252,722,2013-01-31 02:10:19,42.16384,-71.04866,130
singtel,260,889.9,403210.378888397,256361.629434954,241,2013-01-31 02:09:00,1.4297421407,103.7958269547,129
three-indonesia,201,437.1,693921.51556157,294432.840325989,610.5,2013-01-31 02:03:09,-7.0550018,110.3988737,123
three-indonesia,186,445.7,842827.734976888,283727.748691099,790.5,2013-01-31 02:02:31,-7.0550018,110.3988737,122
dtac,171,625.3,182884.450784593,89916.2096142324,553,2013-01-31 01:56:12,15.72176,103.565239,116
verizon,436,143.3,3283284.51380552,1748129.03225806,709.5,2013-01-31 01:27:26,42.4665358,-96.3437864,87
bell,686,85.6,3969486.21190131,2556896.46133683,202.5,2013-01-31 01:22:33,43.983674843,-78.1727269571,82
idea,83,887.9,143284.983322564,88883.867146567,3099,2013-01-31 01:15:42,18.586387,73.821177,75
t-mobile,272,239.7,3541186.01640052,747762.361057877,1592,2013-01-31 01:08:50,21.3230956,-157.8686405,68
t-mobile,281,198.1,1754689.47818648,743204.571428571,749,2013-01-31 00:43:18,39.9455694,-104.9563408,43
t-mobile-croatia,189,301.6,547871.794871795,209572.671608121,723,2013-01-31 00:09:00,46.3174444,16.3341435,9
mts,214,271,1867302.6854802,280343.727547061,880.5,2013-01-31 00:05:11,50.1283438154,-97.3239018483,5
t-mobile-uk,403,181.2,3617693.12169312,1518219.45525292,722.5,2013-01-30 23:59:44,51.4472532,-2.5578293,1439
vodafone-australia,214,429.6,798455.430128455,829822.203317737,1299.5,2013-01-30 23:46:00,-37.8204713,144.9916113,1426
virgin-mobile-uk,182,448.3,2170041.7878868,405932.584269663,1945,2013-01-30 23:26:49,9.10367,7.49411,1406
clearwire,201,331.1,1112683.4825061,284016.887465424,757,2013-01-30 23:20:10,46.2433018,-119.9294702,1400
vodafone,373,256.6,1537367.06014615,1411658.46599132,423.5,2013-01-30 23:17:26,51.5231920872,-0.0338269304,1397
digi,211,441.9,1076479.66413015,323856.573705179,619.5,2013-01-30 23:12:54,3.1167531,101.6308402,1392
verizon,208,209,636238.213399504,577022.182786158,1397,2013-01-30 22:29:30,32.8421297,-85.19292,1349
verizon,474,63.2,2531603.82597964,1702366.4921466,1222.5,2013-01-30 22:28:46,32.8421297,-85.19292,1348
sprint,515,86.5,7452250.68119891,1112264.5381984,574,2013-01-30 22:16:57,25.5713582,-80.3609278,1336
vodafone-italy,198,330,2077196.96202532,267945.611866502,1142,2013-01-30 22:09:51,43.4543537171,11.881248286,1329
telus,315,312.6,1465165.71428571,980850.678733032,456.5,2013-01-30 21:34:57,43.3490663208,-80.3309856915,1294
verizon,168,357.6,222458.259902936,322145.310435931,1031.5,2013-01-30 21:25:56,35.1031013159,-106.5978183412,1285
vodacom-south-africa,155,553.2,1079311.76006314,151550.687485435,1108,2013-01-30 21:20:34,-33.919736543,18.3901886567,1280
orange,315,252.5,2722272.06370272,854164.623467601,604,2013-01-30 21:09:44,51.4843889,-2.4335999,1269
three,307,231.5,1737595.9339263,926799.049881235,602,2013-01-30 21:01:23,56.0991255,-3.3495662,1261
t-mobile,274,189.2,954949.720670391,1237888.3248731,1817,2013-01-30 21:01:07,41.1052513123,-85.1190032959,1261
virgin-mobile-uk,237,169.3,435090.041361756,564010.407632264,876,2013-01-30 20:46:28,51.6492064,-3.9352104,1246
three,342,185.4,2154089.78734576,1130308.22711472,636,2013-01-30 20:46:04,51.6482853,-3.9358301,1246
three,313,181,1463597.57402783,856414.398595259,540.5,2013-01-30 20:44:59,51.6488212,-3.9358449,1244
three,323,177.4,2726795.61316052,915061.91369606,768,2013-01-30 20:44:00,51.6482853,-3.9358301,1244
telus,424,226.6,3918303.72492837,1770337.56805808,716,2013-01-30 20:37:29,56.3650098,-119.1129198,1237
verizon,197,176.8,1599713.00448431,474443.579766537,2979.5,2013-01-30 20:09:47,39.969593,-74.2395347,1209
verizon,183,175.2,730886.157135222,510442.700156986,3103.5,2013-01-30 20:09:15,39.969593,-74.2395347,1209
verizon,185,145.6,888652.442326438,365202.545862973,2963,2013-01-30 20:08:39,39.969593,-74.2395347,1208
verizon,230,121.5,649586.572717916,361681.868743048,1143.5,2013-01-30 20:08:14,39.969593,-74.2395347,1208
verizon,185,159.5,1550732.94273294,425963.318777293,4789,2013-01-30 20:06:32,39.969593,-74.2395347,1206
verizon,227,137.6,527919.701454124,377060.688055663,1014,2013-01-30 20:05:06,39.969593,-74.2395347,1205
three,159,241.7,414914.184576486,183167.026570275,1304.5,2013-01-30 19:36:19,52.6570547019,-1.0713678137,1176
vodafone-turkey,125,403.9,437502.826063773,232805.727923628,2378.5,2013-01-30 19:31:45,41.0020688,29.0310267,1171
three-indonesia,215,467.9,702657.189346579,644077.913502806,822.5,2013-01-30 19:29:43,-6.2224163,106.9077468,1169
three-indonesia,194,493.1,823870.669745958,576340.324963072,1104.5,2013-01-30 19:29:08,-6.2224163,106.9077468,1169
virgin-mobile-uk,162,898.6,1168793.16239316,77074.5891276865,775,2013-01-30 19:08:47,-29.83405,30.89495,1148
bell,153,294.9,1304647.47972651,203008.532778356,2081.5,2013-01-30 19:06:41,43.60648,-79.70041,1146
vmobile,244,445.6,912165.425236243,559321.100917431,510.5,2013-01-30 18:43:24,5.0277236,7.9536488,1123
verizon,601,93.7,2566446.04316547,3126461.53846154,659.5,2013-01-30 18:42:16,40.72013,-73.9514738,1122
vodafone,124,733.8,829031.827826614,188968.616815188,2049.5,2013-01-30 18:40:57,-28.7395,24.75648,1120
vodafone,153,960.4,200115.314260628,196962.342251388,779.5,2013-01-30 18:36:21,-27.77928,30.78494,1116
t-mobile-austria,622,157.4,6764161.58285243,1821579.83193277,191.5,2013-01-30 18:30:40,48.1683036839,16.3709270102,1110
t-mobile-austria,454,295.7,2726795.61316052,1252189.98716303,193,2013-01-30 18:30:10,48.1683036839,16.3709270102,1110
vodafone-italy,349,210.3,1808049.36095196,1313745.45454545,619,2013-01-30 18:20:36,45.0840704,7.6902635,1100
orange,248,363.4,1217167.77926124,956798.430603237,1117,2013-01-30 18:16:44,53.8016546338,-2.99306932,1096
ais,103,580.4,764030.915355247,105238.537059014,3036,2013-01-30 18:10:38,13.758369,100.6712065,1090
sprint,179,921.9,66962.6050763078,234682.064236738,538,2013-01-30 17:59:04,38.9074844,-77.0519269,1079
orange,310,264.9,3100879.8185941,1119926.52123995,1154.5,2013-01-30 17:54:23,53.7867204588,-2.9800063492,1074
sprint,258,215.5,855392.82735613,675056.055363322,689.5,2013-01-30 17:53:03,39.6306237,-106.0739435,1073
att,211,540.7,2026909.09090909,347880.171184023,817.5,2013-01-30 17:49:04,28.84916,-96.96802,1069
vodafone-qatar,165,662.6,589095.921883975,27921.2273872223,612.5,2013-01-30 17:44:59,25.2885849,51.5348068,1064
t-mobile-macedonia,92,840.3,139660.726140019,84429.4802440819,2315,2013-01-30 17:38:43,41.9755602,21.4434237,1058
globe-telecom,222,333.1,1320819.0598841,350190.630048465,643.5,2013-01-30 17:35:45,14.6178926623,120.9889285531,1055
globe-telecom,142,405.1,692457.422567305,390729.421189666,2707,2013-01-30 17:34:06,10.32179195,123.969572,1054
free-mobile,356,176.2,3140041.33180253,805828.996282528,462,2013-01-30 17:32:12,47.29037,5.114745,1052
vodafone,123,707.6,1007110.34736713,178084.162482885,2211.5,2013-01-30 17:25:53,-34.2312,19.19846,1045
t-mobile-poland,205,267.9,476698.117592377,864382.809038547,2169.5,2013-01-30 17:24:45,52.237418,21.054822,1044
vodafone-india,162,1137.5,116650.00426512,75173.859432799,547,2013-01-30 17:10:39,12.9606774,77.6440932,1030
sprint,161,922.9,81245.7594391468,28067.8492813673,528.5,2013-01-30 17:03:04,39.1295504664,-94.6173856874,1023
sprint,255,286.9,584646.430098333,508050,448.5,2013-01-30 16:59:21,39.3552877809,-76.6961752204,1019
telus,592,150.6,2947172.4137931,2316997.62470309,201,2013-01-30 16:57:57,43.7642461007,-79.3996911506,1017
sprint,194,226.4,1910789.00791803,333204.440649018,1771.5,2013-01-30 16:53:25,25.7434938,-80.24054,1013
orange,238,387.8,2651026.8174475,304212.069234368,672.5,2013-01-30 16:51:17,51.5533097,-0.3352854,1011
telkomsel,246,455.8,1231601.32092465,502294.541709578,501.5,2013-01-30 16:51:01,-6.13604,106.833825,1011
vodafone,170,720.5,1266974.67572576,547547.572270558,1925.5,2013-01-30 16:40:50,-26.13038,28.20166,1000
airtel-india,210,384.2,1196926.03938731,592622.114216282,1085.5,2013-01-30 16:38:26,28.7283823904,77.1411578893,998
m1,319,458.2,384197.789848286,524156.904889844,197.5,2013-01-30 16:31:04,1.3744941843,103.9441935838,991
vodafone,133,677.2,645549.016522423,300556.462794639,1965.5,2013-01-30 16:08:44,-25.72953,28.2608,968
vodafone,165,916.6,1175996.56012613,116514.094601051,795,2013-01-30 16:01:04,-25.73416,28.2187,961
omantel,175,881,495706.13823103,101710.651165216,539,2013-01-30 15:48:45,17.0167915,54.0883691,948
orange,440,163.1,4942727.71084337,1916416.50294695,1420.5,2013-01-30 15:45:58,52.586812973,-2.1334371567,945
t-mobile-uk,379,177,3625686.25718073,919807.637906648,445,2013-01-30 15:44:48,51.3891445837,1.4125499555,944
t-mobile,399,137.3,3832287.71602055,1174540.63816978,635.5,2013-01-30 15:27:45,26.0425453,-80.4311702,927
tigo-tanzania,99,446,523306.843548696,110084.189143438,3568.5,2013-01-30 15:09:41,-6.7900417,39.1555348,909
sasktel,270,209,1847540.6439991,238177.511903308,431,2013-01-30 15:08:05,53.74999973,-105.2581561078,908
three,467,153.3,2706110.81794195,1171718.91891892,207.5,2013-01-30 15:07:59,52.3655269388,-0.6913195864,907
aircel,185,538,1801696.96969697,89635.2860096485,764.5,2013-01-30 14:58:43,22.6052888,88.3415373,898
virgin-mobile-uk,331,114.1,1288867.1065033,920675.790467201,712.5,2013-01-30 14:53:06,51.4118391,-3.2534614,893
vodafone,126,600,659772.274043101,236130.718954248,2145,2013-01-30 14:18:37,-28.55417,29.76953,858
verizon,808,90.7,4975699.21164342,3847952.66272189,244,2013-01-30 14:07:34,34.0450343913,-84.5845864224,847
aircel,122,2082.8,67410.4308390023,22705.0882174945,854,2013-01-30 14:04:27,18.4925384,73.9401642,844
orange,346,359.8,3202548.00936768,1123797.23502304,547.5,2013-01-30 13:47:48,54.2762749894,-1.4011243839,827
three-indonesia,151,613.4,777423.536100057,52407.2422500403,848.5,2013-01-30 13:34:33,1.4386352,125.1052318,814
vodafone-romania,299,249.6,1851292.41877256,785075.251509054,542.5,2013-01-30 13:32:18,46.9200643305,26.3808760081,812
aircel,272,361.5,1495612.10353627,546473.949579832,440.5,2013-01-30 13:04:09,17.425314,78.4341276,784
orange,471,146.6,5860662.85714286,1978612.57606491,1439.5,2013-01-30 12:19:37,52.58685112,-2.1335582733,739
orange,456,157.2,5209478.0952381,1998885.24590164,1429,2013-01-30 12:19:18,52.58685112,-2.1335582733,739
orange,296,193.2,1624095.01187648,1240249.20534011,1449,2013-01-30 12:18:23,52.5827598572,-2.1354999542,738
orange,312,179.5,2684858.63874346,1140217.41671537,1448.5,2013-01-30 12:17:59,52.5827598572,-2.1354999542,737
orange,321,238.8,3303111.11111111,1241828.13494589,1407.5,2013-01-30 12:17:33,52.5827598572,-2.1354999542,737
orange,476,190.2,6730867.9245283,1988697.24770642,1399,2013-01-30 12:16:09,52.5827598572,-2.1354999542,736
airtel-india,153,872.8,69091.2214222559,54997.0963831647,605,2013-01-30 12:07:02,18.9661278,72.8308876,727
dtac,179,563.3,181685.73959256,88292.5416364953,505.5,2013-01-30 12:05:01,15.72175,103.56523,725
att,226,221.4,2319086.48954211,469420.596727623,1441,2013-01-30 12:04:15,41.986183,-72.705276,724
virgin-mobile-uk,305,224.5,2481829.40108893,1190306.28431971,1335.5,2013-01-30 11:54:21,53.7810397844,-1.5512899217,714
orange,149,284.9,975383.737517832,264566.314076485,2428,2013-01-30 11:43:29,52.60207,-1.11871,703
globe-telecom,145,304.6,889615.960099751,104204.251682513,1572.5,2013-01-30 11:29:57,10.264794,123.831446,689
globe-telecom,176,323.1,1355290.38652131,282331.693198263,1381.5,2013-01-30 11:27:04,10.2647293685,123.8315145952,687
globe-telecom,246,414.7,1984743.10595065,217033.262876849,431.5,2013-01-30 11:01:42,14.4701053591,121.0380179797,661
virgin-mobile-uk,302,290.7,2102749.35930292,1144901.4084507,893,2013-01-30 10:52:35,52.5954874803,-0.285563722,652
tellcom,495,164,4505726.52388797,1950912,497.5,2013-01-30 10:48:56,40.9909283,28.8318866,648
tellcom,421,198.7,1461251.64737311,1922080.78817734,496,2013-01-30 10:47:25,40.9909283,28.8318866,647
orange,506,154.1,7073213.79310345,2122863.98258977,1426,2013-01-30 10:45:16,52.5822601318,-2.1365003586,645
aircel,135,458.3,1113589.57654723,229735.280263778,2379,2013-01-30 10:40:16,13.0540548,80.146732,640
cricket,282,167.4,2154655.46218487,684050.490883591,900.5,2013-01-30 10:39:46,29.7590097,-95.7423183,639
airtel-india,204,352.8,1155460.92099704,638805.500982318,1393.5,2013-01-30 10:36:29,26.2772102356,73.0145874023,636
t-mobile-uk,336,171.7,3700914.74966171,479575.221238938,454.5,2013-01-30 10:34:27,51.5218699394,-0.4683686953,634
orange,449,189.5,6390130.8411215,1788186.98441797,1415.5,2013-01-30 10:28:26,52.5822601318,-2.1365003586,628
dtac,173,591,214901.204819277,79583.5848902668,538,2013-01-30 10:06:43,15.72175,103.56523,606
telkomsel,116,575.1,383443.686325825,237858.083394294,2476,2013-01-30 09:48:38,-7.0288723,110.4220337,588
telkomsel,118,609.7,374005.287628772,211802.410161763,2038,2013-01-30 09:47:21,-7.0317987,110.4212733,587
sprint,204,275.1,1314892.30769231,136983.008004494,679,2013-01-30 09:42:12,37.6190258,-120.9863559,582
sprint,217,276.7,2070905.60323069,172250.750485608,737,2013-01-30 09:35:49,37.6190258,-120.9863559,575
sprint,396,173.7,6792158.94039735,1125742.64281593,1404,2013-01-30 09:24:55,40.6740057,-73.7114952,564
vodafone-romania,218,306.4,1255728.19100092,545099.74853311,1012.5,2013-01-30 09:14:23,45.481858,25.3153231,554
orange,505,197.9,5984630.19693654,1781654.79452055,455.5,2013-01-30 09:07:56,52.58641,-2.127395,547
orange,532,192.1,5666386.74033149,2148581.49779736,483.5,2013-01-30 09:01:58,52.57352,-2.14991,541
orange,287,202.4,2029917.86244433,1093560.53811659,1438,2013-01-30 08:57:06,52.5867996216,-2.1334476471,537
orange,410,177.9,5753806.4516129,922853.358561968,511.5,2013-01-30 08:54:47,52.58276,-2.1355,534
three,348,198.8,1118142.27309894,1412680.66618393,607.5,2013-01-30 08:41:07,54.9812655,-1.559056,521
aircel,123,739.2,182283.124500133,174734.617107031,1426.5,2013-01-30 08:38:02,31.199175,77.743523,518
three-austria,320,241.8,2623897.66549408,916781.954887218,614,2013-01-30 08:30:51,48.1998802,16.2567497,510
m1,204,370.2,615154.295996401,558360.618202633,939.5,2013-01-30 07:20:31,1.330663297,103.9445320973,440
sprint,258,254.9,1533631.40186916,496921.039225675,579.5,2013-01-30 07:12:44,33.4766932,-111.9459894,432
dtac,173,827.1,83868.3852766505,100770.247933884,502,2013-01-30 06:57:17,14.3391592,99.795429,417
verizon,245,476.3,592541.922438073,469533.57400722,409,2013-01-30 06:54:53,40.426822138,-104.7161587089,414
rogers,365,120.3,2670005.85746827,695760.342368046,438,2013-01-30 06:51:29,45.42363545,-75.677013,411
vodafone,245,255.5,346097.270848273,548779.746835443,535,2013-01-30 06:40:05,51.1244165,-3.0115724,400
wind,314,125.3,2477333.33333333,678814.196242171,831.5,2013-01-30 06:00:08,43.6601811,-79.4293897,360
mts,278,285.8,2873880.21015762,633001.9467878,738,2013-01-30 05:52:58,51.00125,-97.01173,352
globe-telecom,294,601.9,1870708.61833105,287152.193111569,249.5,2013-01-30 05:46:56,14.60640961,121.0085964356,346
sprint,121,1010.6,309842.075450323,133477.832512315,1325,2013-01-30 05:20:08,45.8752633,-93.2927613,320
iusacell,361,102.7,4286796.23824451,634030.549236269,845,2013-01-30 05:10:37,19.3747966,-99.1637991,310
t-mobile,156,453,142957.93985434,104154.182905344,755.5,2013-01-30 04:56:29,36.8850033,-119.7425191,296
aircel,89,714.9,42089.5044629117,50189.3956934476,2348.5,2013-01-30 04:29:33,9.56624,77.68885,269
airtel-india,179,444.4,1083731.07911769,185377.423033067,842.5,2013-01-30 04:25:15,11.1004835,76.9869616,265
verizon,470,108.4,5980268.22157434,1320861.20514557,695,2013-01-30 04:23:42,40.6199067,-74.0843435,263
att,157,252.4,435621.343243961,191209.644222288,1410.5,2013-01-30 04:22:46,33.226234436,-92.6655578613,262
metropcs,563,163.5,7479423.88331814,2214429.05788876,643.5,2013-01-30 04:14:14,34.0161401,-118.1629524,254
t-mobile,322,426.5,2237504.22688846,1198348.89434889,619.5,2013-01-30 04:11:30,33.4751545,-112.1448961,251
wind,232,136.6,1140999.58281185,244260.924001502,885,2013-01-30 04:05:53,43.666975,-79.4363508,245
wind,183,413.4,1363397.80658026,268942.928039702,999.5,2013-01-30 03:57:37,43.666975,-79.4363508,237
verizon,452,151.4,2971723.28866353,1883119.69111969,571.5,2013-01-30 03:55:34,38.7247782,-120.622288,235
verizon,507,142.8,3295151.80722892,2308771.59763314,569.5,2013-01-30 03:54:34,38.7247782,-120.622288,234
wind,200,178.4,1080164.29699842,110683.762623397,898,2013-01-30 03:53:38,43.666975,-79.4363508,233
singtel,285,949.2,1210344.88862664,255421.838177533,220.5,2013-01-30 03:33:17,1.40385692,103.7445711164,213
verizon,324,120.4,3509378.95637297,799881.918819188,1345.5,2013-01-30 03:22:08,40.2915384,-76.6061258,202
vodafone-india,271,294.7,1693483.59133127,705829.232995659,633.5,2013-01-30 03:20:14,19.1229575,72.8790094,200
verizon,395,126,4565903.17195326,976432.432432432,690,2013-01-30 03:00:30,39.9253832,-86.1952312,180
rogers,434,135.2,3180204.65116279,586564.040889958,197,2013-01-30 02:58:28,43.8075187058,-79.4602847379,178
verizon,314,402.8,1599089.45624635,1304085.56149733,688,2013-01-30 02:58:22,39.9432903,-75.1923252,178
verizon,617,163.5,4390009.63081862,2417486.98884758,217.5,2013-01-30 02:48:25,41.5731632502,-81.3315193719,168
t-mobile,468,181.3,6113955.29061103,1654717.55725191,696,2013-01-30 02:36:54,34.1028397,-118.0735831,156
colombia-mvil,206,531.2,741856.057866184,399041.112701984,640,2013-01-30 02:33:31,4.6322364,-74.0639753,153
t-mobile-hungary,382,211.5,1891408.02213001,679050.469892099,211.5,2013-01-30 02:12:03,47.4608629487,19.0439709908,132
bell,498,104.2,3559621.69197397,1950912,603,2013-01-30 02:00:30,43.7501226279,-79.6180249012,120
bell,488,109,3579811.51832461,1874074.92795389,590,2013-01-30 01:59:32,43.7498937526,-79.6179470334,119
t-mobile,229,165.8,845520.197856554,655328.182734296,1518,2013-01-30 01:58:53,33.691218,-117.3322497,118
sprint,736,63.9,1.0018227106227107E7,1413704.34782609,194,2013-01-30 01:55:31,39.4544343103,-76.6260779844,115
virgin-mobile-uk,275,229,1481033.93501805,464281.770585436,464.5,2013-01-30 01:48:12,51.7731988336,-0.2331528003,108
tim-italy,309,295.4,1762226.80412371,956329.411764706,534.5,2013-01-30 01:15:59,37.9801667,12.9690808,75
sprint,160,382.8,313236.924486524,276489.795918367,1114.5,2013-01-29 23:18:33,33.5191078,-84.3619025,1398
claro-peru,290,564.4,5562663.05084746,242108.711839166,594.5,2013-01-29 23:00:44,-12.0924860772,-77.0516968301,1380
three-italy,105,375.5,801106.033977739,81703.3252366195,3843.5,2013-01-29 22:55:17,41.948971,12.51462,1375
att,207,174,717025.954732151,509110.647181628,1542,2013-01-29 22:46:02,29.0859603882,-97.2922286987,1366
verizon,464,111.7,3894128.14428097,1728000,735.5,2013-01-29 22:40:20,30.4630914,-87.2946218,1360
